序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,銷售金額,累計銷售票數,累計銷售金額
1,法國,喜歡你愛上你逃離你,2018/07/27,傳影互動股份有限公司,MK2 FILMS,9,"1,859","410,277","3,146","695,671"
2,美國,超能救援,2018/07/27,威視股份有限公司,(英國)CONTENT MEDIA CORPORATION INTERNATIONAL LIMITED,17,"1,208","269,300","2,677","603,644"
3,南韓,她們的故事,2018/07/27,采昌國際多媒體股份有限公司,(匈牙利)ATRIUM PRODUCTIONS KFT,6,561,"122,870","1,089","242,573"
4,法國,我的抓狂(女)友,2018/07/27,天馬行空數位有限公司,LE PACTE,9,388,"85,525",835,"183,173"
5,中華民國,血琥珀,2018/07/27,海鵬影業有限公司,李永超##海鵬影業有限公司,4,382,"75,510",594,"119,185"
6,加拿大,冥房,2018/07/27,暗光鳥有限公司,"XYZ FILMS, LLC",3,246,"55,385",524,"116,400"
7,美國,不可能的任務：全面瓦解,2018/07/25,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,94,"583,444","139,528,435","1,275,257","304,514,760"
8,泰國,把哥哥退貨可以嗎,2018/07/20,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,GDH 559 Company Limited,63,"5,303","1,195,752","37,697","8,566,830"
9,義大利,願望咖啡館,2018/07/20,海鵬影業有限公司,TRUE COLOURS glorious films S.r.l.,7,"2,050","440,205","7,482","1,601,247"
10,日本,?道上的阿波羅,2018/07/20,車庫娛樂股份有限公司,"TOHO CO., LTD.",12,"1,251","274,585","2,536","560,952"
11,俄羅斯,神佈局,2018/07/20,星泰國際娛樂股份有限公司,(美國)FREEWAY ENTERTAINMENT KFT.,29,"1,152","256,070","16,686","3,727,424"
12,法國,一袋彈珠,2018/07/20,捷傑有限公司,GAUMONT S.A.,6,705,"147,865","2,908","608,550"
13,西班牙,鬼入夢,2018/07/20,海樂影業股份有限公司,(匈牙利)ATRIUM PRODUCTIONS KFT.,21,440,"97,510","8,140","1,832,053"
14,美國,震撼真相,2018/07/20,華聯國際影音股份有限公司,"VOLTAGE PICTURES, LLC",9,447,"94,380","3,273","711,404"
15,日本,孤狼之血,2018/07/20,可樂藝術文創股份有限公司,"TOEI COMPANY,LTD.",3,221,"48,415","2,041","456,998"
16,俄羅斯,鬼嫁娘,2018/07/20,暗光鳥有限公司,(英國)UNDISCLOSED MAJORITY LTD,4,210,"44,410","2,238","491,165"
17,義大利,霧中的女孩,2018/07/20,車庫娛樂股份有限公司,(法國)STUDIOCANAL,5,156,"34,365","2,409","545,932"
18,日本,鬼太鼓座,2018/07/20,翻面映畫有限公司,"SHOCHIKU CO., LTD.",4,98,"20,505",784,"166,729"
19,印度,母親的告白,2018/07/20,車庫娛樂股份有限公司,(模里西斯)ATL MEDIA LTD,3,60,"12,900",718,"155,780"
20,南韓,揭密風暴,2018/07/20,華聯國際影音股份有限公司,M-LINE DISTRIBUTION,2,47,"9,880",480,"113,200"
21,法國,阿寶動物一族,2018/07/20,聯影企業股份有限公司,PYRAMIDE INTERNATIONAL,1,2,340,233,"46,465"
22,美國,尖叫旅社3:怪獸假期,2018/07/19,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,86,"50,432","11,307,495","247,467","55,282,238"
23,日本,小偷家族,2018/07/13,采昌國際多媒體股份有限公司,GAGA Corporation,23,"8,088","1,822,342","51,759","11,551,632"
24,日本,?本龍一：終章,2018/07/13,佳映娛樂國際股份有限公司,(法國)DOC AND FILM INTERNATIONAL,6,"1,190","263,825","8,893","1,949,639"
25,美國,高年級姐妹會,2018/07/13,威視股份有限公司,(匈牙利)GEM ENTERTAINMENT KFT.,6,662,"152,136","15,399","3,597,597"
26,中華民國,命帶追逐（2018數位修復版）,2018/07/13,鏡象電影製作有限公司,積木影像製作有限公司,3,185,"40,515","2,575","571,031"
27,日本,友罪,2018/07/13,天馬行空數位有限公司,GAGA CORPORATION,4,141,"32,595","5,715","1,296,799"
28,新加坡,簡單的婚禮,2018/07/13,華映娛樂股份有限公司,CLOVER FILMS PTE LTD,1,1,200,"1,021","224,910"
29,美國,摩天大樓,2018/07/12,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,89,"68,834","15,772,409","762,026","178,415,131"
30,中華民國,切小金家的旅館,2018/07/12,良人行影業有限公司,良人行影業有限公司##麥加芬電影製作有限公司##阿榮影業股份有限公司##香港商福斯傳媒有限公司臺灣分公司##威像電影有限公司##(大陸)華策影業（天津）有限公司,50,"3,693","861,572","84,700","19,205,306"
31,日本,名偵探柯南:零的執行人,2018/07/06,向洋影業有限公司,"TMS ENTERTAINMENT CO.,LTD.",60,"17,249","4,058,591","361,832","83,633,321"
32,美國,蟻人與黃蜂女,2018/07/04,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",83,"26,430","6,182,625","1,249,734","293,672,699"
33,日本,電影哆啦A夢:大雄的金銀島,2018/07/02,鴻基國際視訊股份有限公司,"TOHO CO.,LTD",6,803,"182,450","43,928","10,069,109"
34,南韓,燃燒烈愛,2018/06/29,華聯國際影音股份有限公司,"FINECUT CO., LTD.",2,230,"50,150","8,256","1,797,198"
35,英國,街角的書店,2018/06/29,天馬行空數位有限公司,CELSIUS ENTERTAINMENT LTD.,1,58,"11,995","6,405","1,371,225"
36,美國,超人特攻隊2,2018/06/27,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",79,"28,191","6,492,703","1,103,931","252,079,337"
37,美國,跟著IKEA衣櫥去旅行,2018/06/22,香港商甲上娛樂有限公司台灣分公司,(法國)TF1 DROITS AUDIOVISUELS,4,509,"115,470","22,315","5,068,720"
38,日本,去年冬天，與你分別,2018/06/22,向洋影業有限公司,WARNER BROS.JAPAN LIC,1,55,"11,000","4,210","917,237"
39,美國,貼背戰,2018/06/22,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,17,"4,090","139,191","32,238,056"
40,中華民國,看不見的台灣,2018/06/15,牽猴子整合行銷股份有限公司,影市堂股份有限公司,5,452,"90,455","9,852","2,159,387"
41,中華民國,只有大海知道,2018/06/15,沃土影像製作有限公司,沃土影像製作有限公司,2,210,"45,585","36,808","8,189,802"
42,西班牙,我的家人歐買尬,2018/06/15,可樂藝術文創股份有限公司,(匈牙利)ATRIUM PRODUCTIONS KFT.,1,79,"12,070",851,"177,389"
43,英國,大衛‧鮑伊is…,2018/06/15,威秀影城股份有限公司,VICTORIA AND ALBERT MUSEUM,1,10,"4,000",433,"170,500"
44,美國,瞞天過海:八面玲瓏,2018/06/14,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,5,331,"78,975","604,122","141,480,576"
45,美國,侏羅紀世界:殞落國度,2018/06/06,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,28,"2,570","618,046","2,537,204","620,275,624"
46,美國,211緊急呼救,2018/06/01,英屬維京群島商高捷全球開發有限公司 台灣分公司,"MILLENNIUM MEDIA, INC",8,"1,186","93,695","15,618","3,178,960"
47,英國,第十二夜(英國國家劇院現場),2018/06/01,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,1,94,"61,040",403,"261,400"
48,美國,犬之島,2018/06/01,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,5,292,"26,050","52,688","12,188,618"
49,美國,猛龍怪客,2018/06/01,車庫娛樂股份有限公司,(香港)OCEAN WAVE MOTION PICTURES (INTERNATIONAL) LIMITED,1,85,"12,960","54,237","12,089,169"
50,法國,暴動之城,2018/06/01,采昌國際多媒體股份有限公司,INSIDERS LLC,1,27,"2,700","2,811","596,535"
51,美國,高壓行動,2018/05/25,華映娛樂股份有限公司,MOJO CREATIVE LTD.,5,768,"49,920","46,191","9,941,554"
52,日本,新參者完結篇：當祈禱落幕時,2018/05/25,車庫娛樂股份有限公司,"TOKYO BROADCASTING SYSTEM TELEVISION, INC.",1,40,"6,400","11,380","2,567,553"
53,義大利,波伽利：聲命之歌,2018/05/25,采昌國際多媒體股份有限公司,(匈牙利)FREEWAY ENTERTAINMENT KFT.,1,34,"5,440","6,224","1,332,785"
54,馬來西亞,天使，曾經來過,2018/05/25,威視股份有限公司,(馬來西亞)晟創影視有限公司##(馬來西亞)白東方有限公司##(澳門)鼎盛娛樂集團有限公司##(澳門)世紀娛樂集團,1,94,"5,170","1,182","251,595"
55,美國,星際大戰外傳:韓索羅,2018/05/23,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",7,948,"60,745","122,714","29,370,897"
56,美國,姐就是美！,2018/05/21,華聯國際影音股份有限公司,"VOLTAGE PICTURES, LLC",7,"1,246","92,115","53,429","12,156,585"
57,美國,死侍2,2018/05/15,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,11,"2,638","192,120","1,221,028","286,998,005"
58,美國,真心話大冒險,2018/05/11,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,5,694,"65,130","219,164","49,897,452"
59,美國,厭世媽咪日記,2018/05/11,傳影互動股份有限公司,(匈牙利)FREEWAY ENTERTAINMENT KFT.,2,125,"18,500","22,541","5,281,108"
60,日本,今夜，在浪漫劇場與妳相遇,2018/05/11,采昌國際多媒體股份有限公司,"PONY CANYON,INC.",2,98,"13,180","17,355","3,933,766"
61,中華民國,市長夫人的秘密,2018/05/11,威視股份有限公司,中國信託創業投資股份有限公司##十全媒體娛樂行銷股份有限公司##天予電影有限公司##愛情大師電影股份有限公司,3,133,"8,420","21,135","4,643,490"
62,日本,跨越8年的新娘,2018/05/11,向洋影業有限公司,"SHOCHIKU CO.,LTD",1,18,"1,520","6,212","1,367,259"
63,德國,視界戰,2018/05/04,海樂影業股份有限公司,(匈牙利)GEM ENTERTAINMENT KFT.,6,895,"61,880","35,010","7,622,115"
64,美國,親愛的初戀,2018/05/04,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,7,499,"49,330","58,698","13,269,985"
65,美國,刺殺終點戰,2018/05/04,采昌國際多媒體股份有限公司,(匈牙利)ATRIUM PRODUCTIONS KFT.,4,259,"15,365","17,729","3,806,087"
66,法國,假掰英雄,2018/05/04,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,STUDIOCANAL SAS,1,67,"10,230","1,563","322,170"
67,香港,低壓槽,2018/05/04,華映娛樂股份有限公司,(香港)天下一電影製作有限公司##(大陸)上海博納文化傳媒有限公司##(大陸)耳東影業（北京）有限公司##(大陸)北京壹尺文化傳媒有限公司##(大陸)喀什嘉映文化傳媒有限公司##(香港)燃燒映畫##(大陸)廣州鋮澤投資管理有限公司## (香港)聯聯看娛樂文化有限公司##(香港)品今天下影視有限公司##(香港)星火製作有限公司,1,31,"1,705","15,033","3,302,137"
68,美國,復仇者聯盟：無限之戰,2018/04/25,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",6,824,"88,845","2,583,530","640,740,755"
69,南韓,野蠻公主玩婚記,2018/04/20,華聯國際影音股份有限公司,CJ E&M CORPORATION,1,21,"3,150","4,739","1,043,617"
70,義大利,人生無限露營車,2018/04/20,傳影互動股份有限公司,(法國)BAC FILMS DISTRIBUTION,1,30,"3,000","6,167","1,295,507"
71,美國,真愛趁現在,2018/04/13,威視股份有限公司,"MIDNIGHT SUN, LLC",5,221,"14,860","15,409","3,274,806"
72,美國,毀滅大作戰,2018/04/12,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,10,"1,603","135,050","590,197","136,777,882"
73,美國,比得兔,2018/04/04,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,3,546,"30,970","125,452","27,532,428"
74,美國,恩德培行動,2018/04/04,英屬維京群島商高捷全球開發有限公司 台灣分公司,"(美國)STORYTELLER DISTRIBUTION CO., LLC",1,66,"6,600","27,538","5,853,517"
75,美國,糯爾摩斯,2018/04/04,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,1,59,"5,290","24,458","5,261,825"
76,美國,一級玩家,2018/03/29,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,10,"2,290","175,805","1,413,033","361,437,827"
77,印度,人生起跑線,2018/03/16,車庫娛樂股份有限公司,(模里西斯)ATL MEDIA LTD,2,70,"8,760","31,289","6,569,169"
78,美國,紅雀,2018/02/28,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,3,196,"18,770","740,215","173,323,513"
79,美國,萌牛費迪南,2018/02/15,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,1,26,"2,600","129,871","28,738,063"
80,南韓,與神同行,2017/12/22,采昌國際多媒體股份有限公司,(匈牙利)FREEWAY ENTERTAINMENT KFT.,11,263,"61,426","2,200,495","512,997,952"